0,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.05,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.1,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.15,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.2,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.25,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.3,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.35,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.4,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.45,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.5000001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.5500001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.6000001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.6500001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.7000001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.7500001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.8000001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.8500001,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.9000002,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
0.9500002,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1.05,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1.1,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1.15,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1.2,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1.25,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1.3,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
1.35,9.39567,1.3212,2.304414,-0.4661162,-0.04361983,0.8798035,-0.08233347
